EPA_Code,Alasmidonta_marginata,Alasmidonta_viridis,Anodontoides_ferussacianus,Arcidens_confragosus,Lasmigona_complanata,Lasmigona_compressa,Lasmigona_costata,Pyganodon_grandis,Strophitus_undulatus,Utterbackia_imbecillis,Amblema_plicata,Cyclonaias_tuberculata,Elliptio_dilatata,Fusconaia_flava,Megalonaias_nervosa,Pleurobema_sintoxia,Quadrula_metanevra,Quadrula_nodulata,Quadrula_pustulosa,Quadrula_quadrula,Tritogonia_verrucosa,Uniomerus_tetralasmus,Actinonaias_ligamentina,Lampsilis_cardium,Lampsilis_fasciola,Lampsilis_siliquoidea,Lampsilis_teres,Leptodea_fragilis,Ligumia_recta,Ligumia_subrostrata,Obliquaria_reflexa,Potamilus_alatus,Potamilus_ohiensis,Toxolasma_parvum,Toxolasma_texasiensis,Truncilla_donaciformis,Truncilla_truncata,Venustaconcha_ellipsiformis,Villosa_lienosa,latitude,longitude,CH_bd50,Ch_bd100,Ch_bdG100,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,WT_Area,WT_Slope,WT_Precip,WT_Perm,WT_AMean,WT_JMin,WT_JMean,WT_JMax,WT_GDD,WT_Darcy
AN_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4398096,-88.3718551,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1.178,0.00345189,0,0.2723,0,0.0887,0.2682,0.6431,0,0.041,4.6548,100,4.6933,-12.7403,0,0.1362,0.3238,0.5389,0.0455,0,0,0,0,0,0,0,0,0,0,0,0.9545,0.2154,0,0.7846,1,0,0,13.4316,3.5074,1236.7631,97.2591,136.256,190.634,252.5317,314.4037,4292.6465,-4.0627
AJD_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4116156,-88.6738348,1,0,0,0,1,0,1792.63,3638.95,85.9,68.4,1,1,0,0,1,0,141,0,0,3,7,8,1.188,0.00016741,0.0516,0.3229,0,0.1162,0.324,0.5598,0,0.028,1.8972,85,3.8757,0,0,0.1076,0.3738,0.5081,0,0,0,0,0,0,0,0.0699,0,0,0,0,0.9301,0.0593,0.0022,0.9385,1,0,0,26.5617,2.9905,1211.3247,85,138.1473,192.6449,254.6768,317.6667,4347.8481,0
AJE_01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,37.3908594,-88.7853333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,1.119,0.00103603,0.0041,0.4296,0.0002,0.174,0.2653,0.5515,0,0.1083,4.1958,94.7465,3.3709,0,0,0.1858,0.4784,0.3323,0,0,0,0,0,0,0,0.1635,0,0,0,0,0.8365,0,0,1,1,0,0,18.135,3.0791,1207.6027,97.7252,137.9581,194,255.4701,317.0337,4352.77,0
AJB_01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,37.3583408,-88.6099641,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,1.005,0.00035413,0,0.2101,0,0.2207,0.4065,0.3689,0.0039,0.1665,1.6272,76.1543,1.6704,0.8805,0,0.2075,0.3626,0.4295,0,0,0,0,0,0,0,0.3223,0,0,0.0009,0,0.6768,0.1691,0,0.8309,1,0,0,24.3225,3.8719,1221.6288,81.6601,137.9735,193.2518,255.1843,317.104,4353.3936,0.7697
AJK_01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,37.3255174,-88.6185392,1,0,0,0,1,0,20123.27,0,10.49,0,1,0,0,0,1,0,49901.14,0,0,5,96,106,1.049,0.00005941,0.0128,0.212,0,0.6226,0.218,0.1521,0.0074,0,2.8161,96.1489,1.4302,-41.8412,0.0025,0.1299,0.283,0.5752,0.0063,0,0,0,0,0,0,0.1816,0,0,0.0207,0,0.7913,0.2822,0.1112,0.6066,0.9879,0.0121,0,430.2513,4.0002,1203.4401,85.1776,137.256,187.6818,254.2065,319,4335.4883,-1.0006
AH_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2048806,-88.4950117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1.247,0.00695384,0,0.105,0,0.0191,0.0469,0.934,0,0.0141,2.8773,100,4.538,-1.9584,0,0.1546,0.1601,0.6853,0,0.1527,0.1527,0,0,0,0,0,0,0,0,0,0.8473,0,0.9641,0.0359,1,0,0,13.5792,3.6527,1234.251,100,140.1632,196.9111,258.2613,320,4442.8115,-14.242
JV_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9882989,-90.259595,1,0,0,0,1,0,45526.4,0,9.33,0,1,0,0,0,1,0,21949.51,0,0,4,41,58,1.17,0.00182349,0,0.1898,0.0034,0.4882,0.2106,0.2979,0,0.0799,1.3293,125.9641,3.0135,-40.392,0.0088,0.5589,0.1609,0.2713,0.0787,0,0,0,0,0.9213,0,0,0.0228,0,0,0,0,0,0.8174,0.1826,0.849,0.151,0,169.6338,2.0741,970.2834,95.888,120.0939,186.3963,251.3308,315,3918.9202,-8.9434
JVA_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9508925,-90.3000278,0.6324,0.3676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,1.832,0.00066285,0,0.1789,0.0126,0.1098,0.3305,0.5471,0,0.2897,0.8604,126.0732,3.7521,-46.0931,0.0145,0.4024,0.211,0.3713,0.1865,0,0,0,0,0.8132,0,0,0.7834,0,0,0,0,0,0.0171,0.9829,0.9974,0.0026,0,37.7613,4.1317,967.318,129.9581,122.0249,189.6432,254.0122,316.5272,4009.4243,-25.0518
JRB_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9381733,-90.120797,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,20,1.181,0.00141639,0.0001,0.1683,0.0201,0.3365,0.2546,0.3887,0,0.1026,1.9656,109.4103,2.1754,-27.0014,0.0294,0.3465,0.2157,0.4073,0.1408,0,0,0,0,0.8592,0,0,0.002,0,0,0,0,0,1,0,0.7824,0.2176,0,100.3959,2.4727,973.8864,97.7625,122.391,190.5169,254.2393,315,4020.304,-12.1371
JRA_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.9308792,-90.0655144,0.0777,0.9223,0,0,1,0,55859.74,0,15.23,0,1,0,0,0,0,0,0,0,0,4,22,28,1.056,0.00217427,0,0.1783,0.0317,0.484,0.281,0.2033,0,0.0346,3.0681,116.1957,1.8595,-33.0018,0.0095,0.4787,0.1876,0.324,0.171,0,0,0,0,0.829,0,0,0,0,0,0,0,0,1,0,0.6984,0.3016,0,113.8419,1.9576,976.4162,91.3711,122.6056,188.6969,253.5091,315,4016.552,-13.231
JR_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8818859,-90.1235295,0,1,0,0,1,0,83983.9,0,15.23,0,1,0,0,0,0,0,0,0,0,5,59,60,1.03,0.00101654,0.0009,0.1454,0.7528,0,0,0.1805,0.0315,0.1225,1.7406,101.4276,2.3909,-41.5977,0.1331,0.3759,0.1642,0.325,0.1672,0,0,0,0,0.8328,0,0,0.1295,0,0,0,0,0,0.9774,0.0226,0.6382,0.3618,0,312.0102,2.0983,975.088,101.3468,122.9564,188.6969,254.7981,316,4041.4031,-12.0852
QE_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.48984455,-87.83765213,0,0.211,0.789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.31,0.00733058,0,0.06,0.9123,0.0073,0.0411,0.0259,0,0.0308,4.554,358.8415,0.7087,-13.6885,0.9123,0.0073,0.0411,0.0259,0,0.0848,0,0,0,0.9152,0,0.0848,0,0,0,0,0,0,0,1,0,0.052,0.948,4.554,0.7087,853.6862,358.8415,80.4955,161.0178,211.8893,262.7787,2503.2368,-13.6885
QF_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.46513405,-87.82024023,0,0.3478,0.6522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85,1.114,0.00252765,0.0044,0.069,0.5798,0.0075,0.0791,0.1081,0.0141,0.2393,4.9266,883.4008,0.4339,-28.249,0.6179,0.1165,0.0965,0.0906,0,0.2187,0,0,0,0.7813,0,0.2187,0,0,0,0,0,0,0,1,0,0.0372,0.9628,17.307,0.717,857.1545,441.2354,81.3526,161.4431,213.6304,268.3395,2537.0627,-12.4012
QC_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.36280298,-87.84111192,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,89,1.233,0.00534016,0,0,0.8579,0.0062,0.0197,0.1057,0.0011,0.0162,27.8433,104.7064,0.6059,-1.996,0.8579,0.0062,0.0197,0.1057,0,0.0064,0,0,0,0.9936,0,0.0064,0,0,0,0,0,0,0,1,0,0,1,27.8433,0.6059,865.4838,104.7064,83.176,163.0245,218.2925,273.0809,2624.8467,-1.996
PWP_06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.50052614,-89.64447777,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,36624.78,569269,0,4,27,32,1.404,0.00099035,0.0016,0.1079,0,0.5417,0.4042,0.0503,0,0.0323,1.1979,143.7431,1.9992,-27.2975,0.0122,0.8018,0.0798,0.0937,0.007,0,0,0,0,0.4842,0,0,0,0.5057,0,0,0.0031,0,0,1,1,0,0,108.6471,2.622,875.7619,138.6519,79.1206,156.0059,221.6612,285.489,2706.4614,-2.3415
PWPC_01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.50169393,-89.62819657,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,569269,0,2,5,32,1.127,0.00443413,0,0.3342,0,0.5055,0.4147,0.0797,0,0.0001,6.66,141.3708,2.6505,-1.6243,0.0003,0.6997,0.2454,0.0544,0.0015,0,0,0,0,0.4642,0,0,0,0.4789,0,0,0.0554,0,0,1,1,0,0,20.2995,2.416,868.3235,139.7627,79.4266,157,221.4663,284.992,2742.792,-1.7989
PWA_01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.47647394,-89.13800136,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10991.22,118662.54,0,4,24,25,1.165,0,0.0047,0.1347,0.0005,0.3806,0.4562,0.1387,0,0.1335,1.7262,263.0912,0.3347,-25.0532,0.0076,0.6199,0.2004,0.1247,0.0391,0.8427,0.8427,0,0,0,0,0.0803,0,0.0055,0.0324,0,0,0.3325,0,0.6675,0.7574,0.1737,0.0688,134.1792,1.2588,850.1879,206.0457,83.4069,160.0289,226.3172,290.5591,2826.6465,-72.1114
PWB_03,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.47391609,-89.25068517,0,1,0,0,0,1,126183.07,0,123.48,0,1,0,0,0,1,1,126183.07,178616.97,0,6,313,314,1.025,0.00254805,0.0152,0.0926,0,0.1356,0.1593,0.6924,0.0032,0.5189,0.5706,293,1.1924,-3.5678,0.0144,0.6561,0.126,0.1697,0.0325,0.1991,0.1991,0.2767,0,0,0,0.012,0,0.3157,0.1641,0,0.2767,0.5493,0.1519,0.2988,0.7552,0.1297,0.1151,1804.0608,2.7035,843.6265,304.671,77.5699,152,221.1075,289.9521,2660.4297,-36.6325
PWP_05,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.47523732,-89.64575921,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,49942.94,555132.89,0,4,36,37,1.203,0.00149302,0.0012,0.2027,0.1507,0.3357,0.4648,0.0415,0,0.0105,2.5794,127.336,2.7292,-38.2097,0.0113,0.7425,0.1605,0.0766,0.0289,0,0,0,0,0.5208,0,0,0,0.437,0,0,0.0133,0.004,0,0.996,1,0,0,151.5186,2.6072,873.2892,137.0305,79.4909,156.0059,221.8091,285.489,2723.6294,-3.8228
PWBA_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.46521564,-89.37530874,0.927,0.073,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,217059.68,0,2,6,9,1.204,0.00176185,0.0013,0.1324,0.051,0.6149,0.1916,0.1391,0.0018,0.0016,6.6366,179.2395,2.3582,-20.578,0.0142,0.6697,0.1767,0.1385,0.2193,0,0,0,0,0,0,0,0,0.7807,0,0,0,0.0473,0,0.9527,0.9972,0.0028,0,24.6627,2.8413,859.6253,150.8852,79.8014,156.7056,222.5504,288,2770.2739,-16.5876
PWA_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.45509564,-89.12789565,0.104,0.5495,0.3465,0,0,1,0,0,0,0,0,0,0,0,1,1,18287.39,100693.67,0,4,26,1314,1.268,0.00063572,0.0042,0.1446,0.0006,0.4507,0.3675,0.1502,0,0.1433,5.8293,510.5777,0.0763,-0.8337,0.0071,0.5932,0.2244,0.1267,0.074,0.7912,0.7912,0,0,0,0,0.0728,0,0.005,0.057,0,0,0.3516,0,0.6484,0.7073,0.2236,0.0691,149.6268,1.1839,850.3776,224.2524,83.4681,160.0289,226.385,290.5591,2828.1453,-67.5884
PWBA_02,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.44977083,-89.27641685,0.0066,0.9307,0.0627,0,0,1,31827.53,0,270.14,0,1,0,0,0,1,1,31827.53,171593.21,0,4,21,337,1.62,0.00071687,0.0633,0.3013,0.0007,0.4902,0.353,0.1229,0,0.1345,6.0426,233.3467,1.1545,-13.2595,0.0503,0.5684,0.2835,0.0811,0.1972,0,0,0,0,0,0,0.0208,0,0.618,0,0,0.1518,0.1923,0,0.8077,0.8937,0.1035,0.0028,108.027,2.3005,860.52,164.544,81.2865,156.7056,223.6268,288.3248,2802.7419,-8.4374
PV_01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.44075417,-89.0364179,0,0.3198,0.6802,0,0,1,0,0,0,0,0,0,0,0,1,1,0,82093.93,0,3,9,2436,1.129,0.00263223,0.001,0.2686,0.5272,0.3206,0.0738,0.0772,0.0005,0.0199,10.3797,775.2496,0.5068,-37.4931,0.0992,0.5733,0.2296,0.0943,0.0907,0.7194,0.7194,0,0,0,0,0,0,0,0.1899,0,0,0.0854,0,0.9146,0.4225,0.3381,0.2395,96.3639,1.2058,856.6635,331.2763,84.0659,161,226.9098,292.9972,2840.644,-89.8423
PU_WE_C2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.43186825,-89.00010787,0,0.6172,0.3828,0,0,1,0,0,13.63,0,1,0,0,0,1,1,7380.27,67572.8,0,2,6,2442,1.231,0.00394046,0.001,0.35,0.489,0.2431,0.1549,0.1111,0.001,0.0098,8.0469,623.6353,1.2266,-27.294,0.1169,0.4612,0.3112,0.0939,0.1411,0.813,0.813,0,0,0,0,0,0,0,0.0459,0,0,0.014,0.1688,0.8172,0.2343,0.5342,0.2315,52.1613,1.2572,864.444,219.6854,83.9116,161,226.7099,292.6709,2833.2344,-80.7996
PU_01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.43186825,-89.00010787,0,0.6172,0.3828,0,0,1,0,0,13.63,0,1,0,0,0,1,1,7380.27,67572.8,0,2,6,2442,1.231,0.00394046,0.001,0.35,0.489,0.2431,0.1549,0.1111,0.001,0.0098,8.0469,623.6353,1.2266,-27.294,0.1169,0.4612,0.3112,0.0939,0.1411,0.813,0.813,0,0,0,0,0,0,0,0.0459,0,0,0.014,0.1688,0.8172,0.2343,0.5342,0.2315,52.1613,1.2572,864.444,219.6854,83.9116,161,226.7099,292.6709,2833.2344,-80.7996
PWI_01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.41971257,-89.44596707,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,350499.11,0,3,14,16,1.676,0.00298168,0.0013,0.4484,0,0.3198,0.4828,0.184,0.0059,0.0296,2.2797,134.7647,2.6186,-49.4761,0.0004,0.5906,0.361,0.0467,0.2928,0,0,0,0,0,0,0,0,0.7072,0,0,0,0,0,1,1,0,0,59.2938,1.9018,861.3674,133.4185,79.7703,157,221.907,286,2787.8398,-15.5812
PT_01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.41585829,-88.89957973,0.9226,0.0774,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100478.15,0,2,3,4,1.205,0.00352672,0,0.4033,0,0.5375,0.3933,0.0656,0,0.0082,6.6105,135,1.1144,-140.9292,0.0004,0.6954,0.265,0.0307,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0289,0.9711,0.1918,0.6065,0.2016,24.9111,0.5666,874.9039,135,84,161.098,227,292.2681,2827.5212,-75.6432
PWQ_04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.39970155,-89.76239007,1,0,0,0,0,1,26108.89,0,44.55,0,1,0,0,0,1,1,23964.78,531553.03,0,3,11,13,1.022,0.00202899,0.0228,0.5031,0,0.1786,0.5298,0.2917,0,0,0.1512,147,1.7202,1,0.0434,0.3325,0.4546,0.1644,0.1437,0,0,0,0,0.8362,0,0,0,0,0.0201,0,0,0.03,0.0995,0.8705,1,0,0,47.1357,2.9939,862.8719,180.6421,82.7896,163,223.9128,285.8452,2819.2659,-12.4721
PQE_06,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.40482107,-88.69073662,0,0.8879,0.1121,0,0,1,38830.99,0,8.19,0,1,0,0,0,0,1,0,310440.4,0,3,19,23,1.204,0.00072948,0.0005,0.299,0.0846,0.3587,0.3573,0.1101,0,0.1348,4.3731,107,0.384,-35.1142,0.0337,0.669,0.2103,0.0541,0.0971,0.0889,0.0889,0,0,0,0,0.0131,0,0.3541,0.4466,0,0,0,0.2805,0.7195,0,0.1622,0.8377,168.3063,0.5412,895.6006,323.6259,86.0598,159.0619,228.3631,296,2904.4912,-14.4158
PQEA_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.41161236,-88.62883442,0,0.6007,0.3993,0,0,1,0,0,0,0,0,0,0,0,0,1,0,307273.93,0,2,2,25,1.187,0.00290338,0,0.2939,0.1146,0.4189,0.3354,0.096,0.0002,0.0422,20.7072,147.8113,0.5701,-39.4977,0.1,0.4022,0.3387,0.1243,0.1029,0.085,0.085,0,0,0,0,0.0597,0,0.2175,0.5348,0,0,0,0.0526,0.9474,0,0.4722,0.5278,23.7699,0.7337,903.3928,146.6676,84.4657,159.784,227.1745,295.2769,2858.5439,-49.9467
PWPA_01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.38100646,-89.62196958,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,500198.75,0,3,10,11,1.231,0.00173836,0.0006,0.5023,0.0854,0.4158,0.3178,0.1604,0,0.0212,4.2876,136.8589,2.3684,-23.9104,0.0051,0.5851,0.3815,0.0238,0.1364,0,0,0,0,0,0,0,0,0.8636,0,0,0,0,0,1,1,0,0,71.9109,1.9935,856.4755,133.2785,81.5904,158.3929,222.6472,285.8788,2820.7454,-8.3949
PQD_05,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.35503635,-88.80581815,0,0,1,0,0,1,34928.29,0,5.76,0,1,0,0,0,0,1,0,253860.87,0,3,15,16,1.302,0.00129121,0.0008,0.3522,0.1106,0.483,0.3627,0.0364,0.0004,0.0081,4.5729,213.8069,0.3995,-39.3212,0.0128,0.6876,0.2591,0.0234,0.1066,0.7538,0.7032,0,0,0,0,0.0505,0,0.0508,0.0888,0,0,0,0.013,0.987,0,0.042,0.9581,101.6217,0.5129,885.0217,151.9939,84.3366,161,227.1628,293.8974,2828.6045,-51.4188
PWIA_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.35198939,-89.39955304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,305782.73,0,3,4,6,1.228,0.00103591,0,0.5341,0,0.4306,0.4808,0.0869,0,0.0017,2.6523,140.3787,1.9169,0.6647,0,0.5851,0.3694,0.0407,0,0,0,0,0,0,0,0.1642,0,0.8358,0,0,0,0,0,1,1,0,0,29.8971,1.7837,864.3262,131.2963,83.0783,160.9159,224.6292,287.6535,2844.0105,-0.744
PWF_01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.35230558,-89.28725385,0.0263,0.8816,0.0921,0,0,1,0,0,0,0,0,0,0,0,0,1,0,217136.23,0,2,6,922,1.363,0.00077751,0.0017,0.4701,0,0.6049,0.2952,0.0612,0.0004,0.0713,4.5585,254.0349,0.9623,-9.1451,0.0305,0.5778,0.3385,0.0275,0.0196,0.8012,0.8012,0,0,0,0,0.1792,0,0,0,0,0,0.0182,0,0.9818,0.9262,0.0733,0.0005,44.2278,1.0021,886.4261,173.9725,84.2436,163.9252,226.0668,288,2871.314,-59.8325
PWNE_L_C7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.33103121,-89.8460615,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,562277.34,0,3,6,9,1.147,0.004805,0.0025,0.5246,0,0.6,0.2667,0.1333,0,0.1333,0.0135,131,0,15.3333,0.0566,0.5223,0.3886,0.0293,0.1252,0,0,0,0,0.8748,0,0,0,0,0,0,0,0,0.2461,0.7539,1,0,0,24.8166,1.4992,866.8373,120.9524,83,163,224,284,2827.3506,-5.3225
PQDA_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.31203005,-88.91650742,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,211495.2,0,2,3,5,1.369,0.00582292,0.0064,0.4919,0,0.0764,0.579,0.3251,0.0072,0.0369,1.755,137.0256,2.3364,-153.7287,0.0116,0.3321,0.5373,0.1085,0.0094,0.7786,0.7786,0,0,0,0,0,0,0,0.212,0,0,0,0.0961,0.9039,0.0928,0.8592,0.048,11.3616,1.2137,892.9011,143.6203,84.9392,163.5518,227.0079,291,2884.7576,-101.6856
PSB_01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.30753245,-89.15843441,0.1529,0.8471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,156744.57,1,3,6,7,1.209,0.00233002,0.0017,0.4335,0.2237,0.1674,0.2028,0.3557,0,0.118,1.9836,182,1.4238,-141.0767,0.016,0.6261,0.3,0.0431,0.2234,0.7766,0.7766,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8782,0.1218,0,38.3256,0.9616,892.923,178.9203,84.644,164.0607,226.4458,289,2876.0718,-64.7543
PWN_06,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.31260842,-89.85857364,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,551529.19,0,3,23,24,1.356,0.00054759,0.0001,0.4177,0,0.0862,0.3785,0.5354,0,0.3262,0.2925,130.5969,1.2708,-20.3323,0.0096,0.6218,0.3237,0.0415,0.1354,0,0,0.0441,0,0.7857,0,0,0,0.0348,0,0,0.0441,0,0.1817,0.8183,1,0,0,116.7885,1.6686,879.2811,125.1467,82.2417,164,223.9649,285,2800.6111,-5.5079
